0.2	-0.2	0.0235599
0.2	-0.1	-0.0157094
0.2	0	-0.0539329
0.2	0.1	-0.0909833
0.2	0.2	-0.126781
0.2	0.3	-0.161283
0.2	0.4	-0.194469
0.2	0.5	-0.226333
0.2	0.6	-0.256868
0.2	0.7	-0.286067
0.2	0.8	-0.313917
0.2	0.9	-0.3404
0.2	1	-0.3655
0.3	-1	0.325069
0.3	-0.9	0.28423
0.3	-0.8	0.242446
0.3	-0.7	0.200073
0.3	-0.6	0.157493
0.3	-0.5	0.115094
0.3	-0.4	0.0732579
0.3	-0.3	0.0323326
0.3	-0.2	-0.00737978
0.3	-0.1	-0.0456412
0.3	0	-0.0822855
0.3	0.1	-0.11722
0.3	0.2	-0.150417
0.3	0.3	-0.181902
0.3	0.4	-0.211738
0.3	0.5	-0.240003
0.3	0.6	-0.266781
0.3	0.7	-0.292149
0.3	0.8	-0.31617
0.3	0.9	-0.338894
0.3	1	-0.360358
0.4	-1	0.300557
0.4	-0.9	0.257578
0.4	-0.8	0.214021
0.4	-0.7	0.170297
0.4	-0.6	0.126834
0.4	-0.5	0.0840579
0.4	-0.4	0.0423705
0.4	-0.3	0.00213213
0.4	-0.2	-0.0363598
0.4	-0.1	-0.0728852
0.4	0	-0.10731
0.4	0.1	-0.139585
0.4	0.2	-0.169742
0.4	0.3	-0.197874
0.4	0.4	-0.224116
0.4	0.5	-0.248627
0.4	0.6	-0.271569
0.4	0.7	-0.293092
0.4	0.8	-0.313327
0.4	0.9	-0.33238
0.4	1	-0.350333
0.5	-1	0.272625
0.5	-0.9	0.228228
0.5	-0.8	0.183693
0.5	-0.7	0.139466
0.5	-0.6	0.0959932
0.5	-0.5	0.0537094
0.5	-0.4	0.013012
0.5	-0.3	-0.0257557
0.5	-0.2	-0.0623233
0.5	-0.1	-0.096506
0.5	0	-0.128212
0.5	0.1	-0.157443
0.5	0.2	-0.184282
0.5	0.3	-0.208883
0.5	0.4	-0.231444
0.5	0.5	-0.252189
0.5	0.6	-0.271345
0.5	0.7	-0.289123
0.5	0.8	-0.305707
0.5	0.9	-0.321251
0.5	1	-0.335876
0.6	-1	0.242318
0.6	-0.9	0.197317
0.6	-0.8	0.152662
0.6	-0.7	0.108802
0.6	-0.6	0.0661821
0.6	-0.5	0.0252139
0.6	-0.4	-0.0137346
0.6	-0.3	-0.0503589
0.6	-0.2	-0.0844321
0.6	-0.1	-0.115815
0.6	0	-0.144462
0.6	0.1	-0.17042
0.6	0.2	-0.193819
0.6	0.3	-0.214859
0.6	0.4	-0.233786
0.6	0.5	-0.250874
0.6	0.6	-0.266396
0.6	0.7	-0.280613
0.6	0.8	-0.293753
0.6	0.9	-0.306007
0.6	1	-0.317524
0.7	-1	0.210804
0.7	-0.9	0.166055
0.7	-0.8	0.122139
0.7	-0.7	0.0794877
0.7	-0.6	0.0385115
0.7	-0.5	-0.000419406
0.7	-0.4	-0.0369874
0.7	-0.3	-0.0709413
0.7	-0.2	-0.102106
0.7	-0.1	-0.130391
0.7	0	-0.155795
0.7	0.1	-0.178401
0.7	0.2	-0.198375
0.7	0.3	-0.215946
0.7	0.4	-0.231394
0.7	0.5	-0.245024
0.7	0.6	-0.257144
0.7	0.7	-0.268047
0.7	0.8	-0.277996
0.7	0.9	-0.28721
0.7	1	-0.295867
0.8	-1	0.179296
0.8	-0.9	0.135637
0.8	-0.8	0.0932658
0.8	-0.7	0.0525726
0.8	-0.6	0.013914
0.8	-0.5	-0.0223989
0.8	-0.4	-0.0561104
0.8	-0.3	-0.0870282
0.8	-0.2	-0.115031
0.8	-0.1	-0.140074
0.8	0	-0.162191
0.8	0.1	-0.181494
0.8	0.2	-0.198168
0.8	0.3	-0.21246
0.8	0.4	-0.224664
0.8	0.5	-0.235101
0.8	0.6	-0.244101
0.8	0.7	-0.251979
0.8	0.8	-0.259019
0.8	0.9	-0.265466
0.8	1	-0.271516
0.9	-1	0.148962
0.9	-0.9	0.107157
0.9	-0.8	0.0670295
0.9	-0.7	0.0289112
0.9	-0.6	-0.00690812
0.9	-0.5	-0.040185
0.9	-0.4	-0.0707287
0.9	-0.3	-0.0984056
0.9	-0.2	-0.123144
0.9	-0.1	-0.144936
0.9	0	-0.163842
0.9	0.1	-0.179991
0.9	0.2	-0.193575
0.9	0.3	-0.204843
0.9	0.4	-0.214092
0.9	0.5	-0.221645
0.9	0.6	-0.227839
0.9	0.7	-0.233
0.9	0.8	-0.237428
0.9	0.9	-0.241386
0.9	1	-0.245086
1	-1	0.120841
1	-0.9	0.0815316
1	-0.8	0.0442041
1	-0.7	0.00911844
1	-0.6	-0.0235064
1	-0.5	-0.0534954
1	-0.4	-0.0807192
1	-0.3	-0.105096
1	-0.2	-0.126595
1	-0.1	-0.145239
1	0	-0.161102
1	0.1	-0.17432
1	0.2	-0.18508
1	0.3	-0.193624
1	0.4	-0.200237
1	0.5	-0.205235
1	0.6	-0.20895
1	0.7	-0.211711
1	0.8	-0.213827
1	0.9	-0.21557
1	1	-0.217171
