-1	-1	0.219726
-1	-0.9	0.21859
-1	-0.8	0.217301
-1	-0.7	0.215621
-1	-0.6	0.213273
-1	-0.5	0.209944
-1	-0.4	0.205308
-1	-0.3	0.199039
-1	-0.2	0.190828
-1	-0.1	0.1804
-1	0	0.167524
-1	0.1	0.152021
-1	0.2	0.133764
-1	0.3	0.112679
-1	0.4	0.0887451
-1	0.5	0.0619882
-1	0.6	0.0324824
-1	0.7	0.000346148
-1	0.8	-0.0342582
-1	0.9	-0.0711258
-1	1	-0.110012
-0.9	-1	0.248132
-0.9	-0.9	0.244966
-0.9	-0.8	0.24154
-0.9	-0.7	0.237632
-0.9	-0.6	0.232972
-0.9	-0.5	0.227256
-0.9	-0.4	0.220156
-0.9	-0.3	0.211339
-0.9	-0.2	0.200486
-0.9	-0.1	0.187308
-0.9	0	0.171564
-0.9	0.1	0.15307
-0.9	0.2	0.131701
-0.9	0.3	0.107399
-0.9	0.4	0.0801692
-0.9	0.5	0.0500778
-0.9	0.6	0.0172492
-0.9	0.7	-0.0181375
-0.9	0.8	-0.0558525
-0.9	0.9	-0.0956197
-0.9	1	-0.137123
-0.8	-1	0.27514
-0.8	-0.9	0.269697
-0.8	-0.8	0.263862
-0.8	-0.7	0.257427
-0.8	-0.6	0.250141
-0.8	-0.5	0.241711
-0.8	-0.4	0.231818
-0.8	-0.3	0.220132
-0.8	-0.2	0.206334
-0.8	-0.1	0.190134
-0.8	0	0.171291
-0.8	0.1	0.149624
-0.8	0.2	0.125024
-0.8	0.3	0.097458
-0.8	0.4	0.0669664
-0.8	0.5	0.0336638
-0.8	0.6	-0.00226728
-0.8	0.7	-0.0405828
-0.8	0.8	-0.0809847
-0.8	0.9	-0.123129
-0.8	1	-0.166637
-0.7	-1	0.300157
-0.7	-0.9	0.292182
-0.7	-0.8	0.283659
-0.7	-0.7	0.274401
-0.7	-0.6	0.264176
-0.7	-0.5	0.252715
-0.7	-0.4	0.239716
-0.7	-0.3	0.224867
-0.7	-0.2	0.207861
-0.7	-0.1	0.188418
-0.7	0	0.166312
-0.7	0.1	0.141379
-0.7	0.2	0.113535
-0.7	0.3	0.0827818
-0.7	0.4	0.0492039
-0.7	0.5	0.0129697
-0.7	0.6	-0.0256786
-0.7	0.7	-0.0664339
-0.7	0.8	-0.108936
-0.7	0.9	-0.152785
-0.7	1	-0.197555
-0.6	-1	0.322567
-0.6	-0.9	0.311804
-0.6	-0.8	0.300319
-0.6	-0.7	0.28795
-0.6	-0.6	0.274494
-0.6	-0.5	0.25971
-0.6	-0.4	0.243331
-0.6	-0.3	0.225072
-0.6	-0.2	0.204654
-0.6	-0.1	0.181827
-0.6	0	0.15639
-0.6	0.1	0.12821
-0.6	0.2	0.0972408
-0.6	0.3	0.0635243
-0.6	0.4	0.027195
-0.6	0.5	-0.011526
-0.6	0.6	-0.0523412
-0.6	0.7	-0.0948906
-0.6	0.8	-0.138767
-0.6	0.9	-0.183533
-0.6	1	-0.228738
-0.5	-1	0.341751
-0.5	-0.9	0.327951
-0.5	-0.8	0.313246
-0.5	-0.7	0.297503
-0.5	-0.6	0.280557
-0.5	-0.5	0.262209
-0.5	-0.4	0.242234
-0.5	-0.3	0.220392
-0.5	-0.2	0.19645
-0.5	-0.1	0.170201
-0.5	0	0.141487
-0.5	0.1	0.110218
-0.5	0.2	0.0763923
-0.5	0.3	0.040097
-0.5	0.4	0.00151408
-0.5	0.5	-0.0390899
-0.5	0.6	-0.0813748
-0.5	0.7	-0.124945
-0.5	0.8	-0.16937
-0.5	0.9	-0.214198
-0.5	1	-0.258983
-0.4	-1	0.357111
-0.4	-0.9	0.340043
-0.4	-0.8	0.321889
-0.4	-0.7	0.302555
-0.4	-0.6	0.281918
-0.4	-0.5	0.259833
-0.4	-0.4	0.236132
-0.4	-0.3	0.210637
-0.4	-0.2	0.183175
-0.4	-0.1	0.153599
-0.4	0	0.121807
-0.4	0.1	0.0877612
-0.4	0.2	0.0515068
-0.4	0.3	0.0131755
-0.4	0.4	-0.0270132
-0.4	0.5	-0.0687614
-0.4	0.6	-0.111708
-0.4	0.7	-0.155446
-0.4	0.8	-0.199547
-0.4	0.9	-0.243575
-0.4	1	-0.287112
-0.3	-1	0.368095
-0.3	-0.9	0.347564
-0.3	-0.8	0.325783
-0.3	-0.7	0.302701
-0.3	-0.6	0.278253
-0.3	-0.5	0.252355
-0.3	-0.4	0.224913
-0.3	-0.3	0.195823
-0.3	-0.2	0.164988
-0.3	-0.1	0.132332
-0.3	0	0.0978178
-0.3	0.1	0.061465
-0.3	0.2	0.0233631
-0.3	0.3	-0.0163215
-0.3	0.4	-0.0573481
-0.3	0.5	-0.0994099
-0.3	0.6	-0.14215
-0.3	0.7	-0.185179
-0.3	0.8	-0.228098
-0.3	0.9	-0.270513
-0.3	1	-0.312056
-0.2	-1	0.374227
-0.2	-0.9	0.350092
-0.2	-0.8	0.324575
-0.2	-0.7	0.29768
-0.2	-0.6	0.269406
-0.2	-0.5	0.239745
-0.2	-0.4	0.208684
-0.2	-0.3	0.176208
-0.2	-0.2	0.142305
-0.2	-0.1	0.106976
-0.2	0	0.0702542
-0.2	0.1	0.0322106
-0.2	0.2	-0.00702891
-0.2	0.3	-0.0472812
-0.2	0.4	-0.0883056
-0.2	0.5	-0.129813
-0.2	0.6	-0.171478
-0.2	0.7	-0.212958
-0.2	0.8	-0.253907
-0.2	0.9	-0.293995
-0.2	1	-0.332919
-0.1	-1	0.375142
-0.1	-0.9	0.347337
-0.1	-0.8	0.318071
-0.1	-0.7	0.287409
-0.1	-0.6	0.255425
-0.1	-0.5	0.222195
-0.1	-0.4	0.187797
-0.1	-0.3	0.152308
-0.1	-0.2	0.115804
-0.1	-0.1	0.0783677
-0.1	0	0.0400916
-0.1	0.1	0.00109066
-0.1	0.2	-0.0384905
-0.1	0.3	-0.0784725
-0.1	0.4	-0.11864
-0.1	0.5	-0.158749
-0.1	0.6	-0.198531
-0.1	0.7	-0.237711
-0.1	0.8	-0.276019
-0.1	0.9	-0.3132
-0.1	1	-0.349024
0	-1	0.37062
0	-0.9	0.339178
0	-0.8	0.306266
0	-0.7	0.27202
0	-0.6	0.236592
0	-0.5	0.200149
0	-0.4	0.16286
0	-0.3	0.124895
0	-0.2	0.086412
0	-0.1	0.0475635
0	0	0.00849218
0	0.1	-0.0306621
0	0.2	-0.0697562
0	0.3	-0.108638
0	0.4	-0.147141
0	0.5	-0.185086
0	0.6	-0.222286
0	0.7	-0.258549
0	0.8	-0.293689
0	0.9	-0.327533
0	1	-0.359927
0.1	-1	0.360617
0.1	-0.9	0.325696
0.1	-0.8	0.28938
0.1	-0.7	0.251883
0.1	-0.6	0.21344
0.1	-0.5	0.174303
0.1	-0.4	0.134729
0.1	-0.3	0.0949675
0.1	-0.2	0.0552491
0.1	-0.1	0.015777
0.1	0	-0.0232757
0.1	0.1	-0.0617651
0.1	0.2	-0.0995705
0.1	0.3	-0.136587
0.1	0.4	-0.172716
0.1	0.5	-0.207862
0.1	0.6	-0.241926
0.1	0.7	-0.274808
0.1	0.8	-0.30641
0.1	0.9	-0.33664
0.1	1	-0.365418
0.2	-1	0.345301
0.2	-0.9	0.307197
0.2	-0.8	0.267873
0.2	-0.7	0.227617
0.2	-0.6	0.186743
0.2	-0.5	0.145582
0.2	-0.4	0.104462
0.2	-0.3	0.0636947
